268.02,160.06,41.05
333.28,158.07,71.61
289.85,160.62,54.12
313.21,176.75,11.58
286.08,172.58,66.91
292.06,165.8,81.21
359.05,160.05,38.33
323.95,153.29,47.07
320.52,168.96,48.46
308.06,156.44,36.19
303.06,155.55,5.9
337.0,179.5,71.06
283.08,166.9,58.83
277.49,176.51,29.54
266.36,154.92,14.62
341.45,167.08,62.58
323.16,173.07,40.37
331.31,177.38,49.78
303.41,170.59,91.5
342.88,169.2,75.62
293.76,166.15,83.69
355.13,165.99,63.95
330.14,178.96,10.17
359.0,155.46,30.36
302.28,157.87,41.29
344.25,174.78,61.95
322.62,156.23,59.19
295.75,154.19,60.99
341.97,165.68,72.28
351.9,165.07,37.49
330.61,151.14,40.33
334.69,157.98,86.38
299.51,152.18,15.01
321.78,179.22,98.49
316.89,164.5,65.19
349.36,166.2,41.91
334.77,157.59,88.71
292.56,170.26,91.12
331.12,164.7,46.37
247.49,164.77,51.7
272.37,173.37,37.06
306.37,167.58,87.18
271.77,163.87,43.45
259.04,157.76,77.43
293.92,163.48,14.48
264.11,165.96,11.36
303.21,169.39,46.52
314.56,171.44,74.89
304.85,164.8,33.91
357.18,168.97,46.21
345.04,166.92,8.65
264.97,155.98,59.92
348.63,174.67,3.12
332.61,151.38,23.66
350.72,177.2,79.63
246.44,156.24,44.82
273.43,173.73,24.35
284.31,150.15,59.05
334.89,158.2,57.16
353.85,177.36,58.71
351.26,151.63,99.13
260.28,165.39,10.03
279.28,165.27,82.48
345.99,174.99,72.52
328.43,175.8,10.89
347.75,179.09,73.85
299.88,150.77,83.57
315.86,165.96,72.19
303.97,178.97,65.23
324.92,179.04,91.86
275.19,153.81,30.51
331.37,168.52,81.9
272.48,171.21,5.29
262.73,173.33,79.81
302.31,179.32,33.22
323.02,173.48,10.21
330.69,174.97,14.36
281.14,170.25,20.24
346.84,173.13,55.96
269.17,160.0,97.77
342.45,170.56,39.31
255.56,163.14,91.26
310.15,165.27,90.76
337.46,174.24,11.93
306.67,166.38,69.49
265.39,153.68,55.07
358.43,165.84,25.6
253.99,162.51,13.17
346.86,178.83,59.83
305.14,155.93,76.83
353.54,165.38,68.47
324.94,172.02,71.52
289.26,166.0,42.72
270.08,160.88,47.34
325.14,160.49,32.79
281.26,165.98,90.96
262.66,158.79,58.98
260.8,152.41,13.97
350.6,159.28,5.53
276.03,155.59,63.96
317.77,170.59,47.21
327.53,151.04,45.98
340.18,167.19,31.62
291.43,152.29,47.57
358.67,158.14,71.65
299.38,178.25,19.9
300.2,158.59,89.04
320.32,158.72,28.42
271.29,162.85,58.96
282.68,153.63,86.06
265.1,162.48,50.63
341.97,166.89,76.1
337.19,157.11,20.47
264.16,164.08,82.1
272.14,173.6,88.39
319.32,179.8,26.29
339.75,173.56,55.9
264.78,179.07,57.23
251.75,165.76,64.9
312.11,155.97,63.12
309.26,171.8,65.64
270.77,179.03,45.53
327.7,171.62,32.7
253.58,161.51,37.77
268.04,170.34,16.23
248.95,176.73,2.33
262.24,159.84,45.31
270.8,164.79,83.87
257.44,156.73,76.6
251.12,152.81,61.6
262.29,164.34,62.68
250.29,162.82,49.05
297.38,166.59,33.58
269.42,171.91,51.72
283.63,162.44,70.05
255.04,156.93,68.79
329.53,159.28,39.37
257.03,168.22,15.74
252.36,166.96,55.38
354.99,158.55,62.22
357.61,164.92,42.38
316.41,158.67,75.12
338.41,177.65,9.59
251.36,157.09,45.58
268.22,157.92,33.38
247.97,162.11,4.6
351.43,151.46,94.58
309.06,167.96,42.64
319.46,173.62,23.03
305.72,167.08,32.76
342.48,177.42,19.66
316.14,173.02,63.69
259.97,161.93,91.14
268.61,163.87,9.33
353.66,169.08,33.82
252.79,164.63,21.9
347.69,164.44,91.11
281.7,162.08,77.73
284.84,161.23,74.89
291.52,163.34,88.67
328.94,153.45,15.12
256.57,153.73,76.23
318.9,153.73,40.65
354.96,161.72,33.83
294.46,151.45,7.16
274.32,164.43,29.29
322.41,176.43,64.57
303.69,160.87,46.23
325.8,165.73,37.53
268.09,170.29,88.42
323.64,175.17,95.01
266.15,154.69,4.34
322.42,172.73,50.58
248.15,151.24,10.95
349.77,162.87,93.94
280.69,159.45,1.8
279.18,163.55,52.1
355.11,152.99,84.71
348.69,162.17,29.33
300.0,164.49,14.32
284.54,169.28,82.3
319.97,165.18,19.9
343.67,163.84,62.17
320.32,172.19,27.01
314.96,172.42,33.68
343.57,175.29,65.31
319.57,154.43,85.37
354.2,162.37,97.55
318.23,178.67,62.46
269.97,171.12,63.2
273.86,175.06,14.34
358.75,170.7,51.73
359.78,153.97,79.96
286.16,167.87,91.15
358.53,156.24,1.58
276.54,160.64,29.82
297.47,160.53,41.62
264.72,170.9,71.57
263.83,163.26,68.71
321.87,171.02,25.85
295.97,168.13,48.64
350.61,167.56,80.67
294.68,173.7,51.47
342.66,173.08,26.14
335.4,162.1,9.02
355.94,170.6,37.66
325.01,154.92,48.67
314.99,177.27,31.63
318.28,178.27,95.91
333.52,155.73,78.39
279.37,161.66,54.35
255.62,169.85,23.86
355.34,159.63,11.06
272.67,152.72,45.36
261.79,178.48,94.38
271.38,160.15,73.37
261.76,175.42,21.56
268.71,161.18,71.33
290.58,178.41,11.29
325.93,152.46,46.72
275.28,153.29,18.87
301.51,168.55,68.46
322.69,172.84,4.51
356.19,175.13,63.17
300.77,174.49,47.97
301.6,171.55,19.41
260.46,156.38,89.94
295.1,158.67,96.39
287.11,175.13,84.35
267.97,153.66,94.85
353.29,154.41,25.29
333.8,152.13,67.38
319.71,168.74,34.29
301.31,171.71,57.14
320.23,170.61,68.93
351.17,165.91,56.67
345.26,172.67,4.1
297.16,160.66,79.58
302.95,160.1,99.33
350.56,152.76,11.2
314.0,161.81,75.46
267.9,153.9,49.38
261.75,153.33,62.58
292.52,175.04,35.23
283.59,170.41,74.31
353.35,167.83,19.01
307.1,178.21,56.83
351.02,159.15,55.62
301.89,169.76,62.4
247.36,178.41,35.11
297.03,155.47,55.84
315.4,164.66,63.94
267.25,171.18,71.45
325.2,152.38,59.82
340.28,152.56,47.41
255.29,168.21,26.91
305.49,169.07,70.46
323.41,176.02,72.46
329.86,167.26,74.68
323.78,162.21,86.85
264.51,173.06,32.68
339.06,150.23,77.6
296.68,173.03,22.8
325.62,162.9,95.81
251.82,150.94,63.68
275.99,158.34,71.52
305.77,179.58,63.24
340.64,179.24,63.07
353.12,160.68,66.13
317.56,164.87,90.03
332.76,179.84,14.82
345.85,154.63,21.46
245.65,174.73,92.11
348.2,170.05,39.49
266.75,150.51,98.28
274.61,150.03,88.18
274.62,170.15,70.74
331.36,160.67,53.47
317.52,167.02,78.84
359.61,155.57,86.65
275.89,169.41,88.69
253.53,178.78,54.88
347.74,159.35,58.86
303.8,160.57,72.99
291.99,166.47,55.43
349.42,151.89,14.57
248.76,166.91,10.96
351.94,158.84,5.54
292.22,151.26,91.73
270.04,155.72,10.63
284.56,178.53,18.77
342.24,159.74,17.62
285.56,164.96,40.27
336.51,174.91,62.33
247.43,167.23,58.98
253.37,159.97,53.45
283.42,177.49,56.96
341.37,155.35,41.8
281.13,172.56,78.01
273.66,161.29,94.42
263.98,175.31,83.19
354.67,167.34,36.57
265.88,174.29,13.2
321.98,173.52,20.11
309.92,156.87,70.75
330.73,178.19,13.29
272.93,151.02,35.9
249.6,159.1,52.56
272.45,161.55,42.6
261.75,176.19,26.97
247.38,160.67,77.98
274.16,162.75,24.92
289.99,160.14,39.43
357.51,169.99,66.51
347.82,159.06,57.88
256.43,153.94,14.93
273.15,178.69,74.61
285.66,176.63,8.72
349.76,173.66,7.18
316.17,169.15,54.41
336.34,152.6,99.63
356.95,162.39,71.98
271.77,179.09,13.04
358.6,157.79,39.75
298.12,164.37,61.64
312.52,170.9,53.59
289.11,155.24,73.23
249.11,153.07,77.97
281.45,166.94,21.7
273.84,163.81,48.28
273.51,165.28,71.95
286.3,172.28,38.06
245.91,179.24,86.79
352.06,160.98,78.44
283.59,175.67,95.79
309.66,155.17,88.59
305.4,154.98,90.15
358.94,153.83,41.38
321.61,161.08,35.26
258.55,171.8,73.93
335.28,170.22,71.93
264.16,176.54,3.97
336.32,159.01,51.14
299.44,161.55,64.55
321.3,159.54,72.78
334.07,157.34,83.19
347.29,173.17,23.79
291.53,154.65,66.17
356.12,161.76,39.1
331.25,151.24,68.09
259.57,154.27,44.66
348.51,176.99,12.26
255.26,151.76,4.1
328.64,174.22,4.26
330.53,162.03,25.26
329.74,167.33,48.06
264.34,172.02,93.08
321.72,172.1,37.99
358.91,158.95,54.66
355.64,165.43,78.55
248.25,170.17,86.44
272.6,154.93,79.83
342.12,161.12,23.07
314.13,156.77,9.23
277.66,151.35,80.1
264.37,177.27,0.61
269.33,167.28,38.55
332.31,158.56,44.05
312.58,170.91,10.34
350.23,179.76,61.78
340.48,156.74,89.11
346.2,179.66,20.35
342.19,159.03,87.71
338.47,150.16,47.26
304.19,163.46,34.67
330.4,161.78,65.83
280.55,176.46,71.0
305.04,167.94,14.66
354.06,173.66,52.32
315.39,161.65,64.99
330.28,166.77,56.92
327.91,173.02,77.32
358.25,173.43,72.26
294.27,152.15,74.84
341.08,155.47,15.89
305.84,163.13,9.47
267.08,172.4,99.01
256.25,167.93,7.4
356.47,159.8,58.2
302.21,162.06,65.94
347.97,170.05,50.33
298.12,158.97,19.43
307.91,150.8,90.56
273.3,161.81,31.64
349.05,161.62,7.66
323.15,154.17,14.86
271.95,156.72,20.16
270.38,164.98,47.79
280.9,168.18,82.78
323.23,171.32,92.61
283.08,169.57,39.87
257.39,158.45,48.26
308.93,165.48,20.71
308.09,151.54,69.37
279.75,156.05,5.28
272.63,178.57,17.27
264.14,175.07,97.4
320.86,150.18,41.83
251.86,161.35,73.69
322.25,152.1,88.23
309.29,157.91,19.43
274.25,170.52,59.43
350.66,175.17,20.49
328.21,173.94,47.51
247.48,153.8,85.18
314.88,153.99,37.82
324.63,177.93,74.85
318.45,173.27,79.44
246.38,157.81,71.83
303.57,175.73,79.56
288.87,158.43,72.14
286.78,168.16,78.99
319.06,176.97,28.09
277.16,160.77,46.55
294.4,177.87,15.93
275.26,151.97,79.09
268.37,177.6,4.21
280.69,176.13,21.47
331.92,158.78,58.68
319.57,154.27,58.15
269.87,154.61,59.21
298.33,155.66,38.54
304.36,152.15,49.01
279.36,178.23,16.94
251.15,177.15,80.48
282.2,162.44,60.08
269.62,151.81,39.8
346.37,154.78,95.35
285.28,178.96,4.45
329.88,178.55,77.7
295.66,172.65,60.23
326.72,169.61,19.86
339.12,162.14,6.83
276.05,170.3,96.28
282.78,165.74,97.47
313.13,171.93,0.03
335.01,150.4,30.49
271.58,169.7,55.38
325.6,171.67,22.94
358.95,152.49,89.77
324.79,161.56,92.78
274.22,154.2,20.23
296.03,168.84,89.16
251.77,169.84,2.19
288.3,179.88,4.91
247.03,162.06,38.54
292.84,150.51,90.55
324.62,168.94,33.58
356.04,157.58,98.56
291.72,153.37,49.32
348.69,154.5,90.31
300.14,173.16,95.76
357.53,162.5,21.78
268.34,156.71,91.59
289.06,152.3,42.29
309.91,164.97,34.55
281.17,156.17,93.93
254.45,177.77,70.68
268.54,156.41,90.57
354.27,174.68,73.21
315.35,162.37,79.46
358.97,162.31,26.45
246.43,159.75,16.12
310.05,155.94,77.22
258.17,168.03,16.09
301.38,159.07,81.97
324.46,163.47,19.89
330.12,154.79,69.06
299.26,156.55,27.87
281.33,159.25,63.23
311.79,162.36,48.87
320.82,151.07,81.79
301.34,159.8,99.1
315.16,161.13,72.87
275.42,156.71,41.77
271.28,177.52,17.6
338.78,155.0,42.78
257.99,161.87,42.72
259.88,156.2,10.63
258.63,170.87,42.82
356.49,157.36,75.1
314.59,166.86,72.38
246.62,166.7,75.61
266.35,163.26,91.19
347.31,157.18,74.94
283.01,166.87,43.52
325.61,150.96,69.0
354.13,179.56,23.07
275.6,177.97,15.22
348.23,177.47,27.5
326.6,164.69,31.54
355.02,162.7,43.14
335.0,177.61,76.78
254.7,168.57,27.39
259.51,152.97,76.87
278.22,160.35,26.54
357.78,170.94,77.38
345.31,157.14,36.95
338.66,175.87,19.4
291.98,160.14,81.7
331.22,169.59,58.23
247.9,156.22,24.65
324.81,169.01,52.88
298.28,156.63,91.85
300.7,165.45,20.73
267.82,174.91,46.35
296.16,169.32,0.41
311.05,157.47,73.44
329.18,159.76,73.06
259.94,155.28,64.79
264.14,166.57,26.71
342.93,167.6,88.0
330.13,178.45,82.81
309.78,158.48,5.96
334.82,168.29,54.85
313.59,150.94,77.98
338.73,160.1,81.85
256.24,172.22,0.02
273.96,174.39,91.09
325.96,177.57,37.3
277.05,162.07,67.02
248.27,160.12,58.28
309.69,179.29,34.6
334.7,175.63,19.81
348.07,164.04,57.72
348.27,152.95,74.13
289.52,174.3,7.01
313.33,179.28,67.64
249.12,165.75,93.02
327.9,169.72,32.36
342.84,157.91,47.8
255.12,162.46,42.62
294.48,179.19,48.04
308.88,156.92,6.18
273.25,154.7,77.51
251.05,164.61,94.13
276.5,171.08,41.41
345.11,161.39,76.78
359.54,154.59,60.76
310.92,160.57,8.19
285.08,165.7,73.97
272.64,160.7,6.46
338.29,153.45,24.11
255.93,160.72,36.47
338.51,160.96,35.05
322.75,155.49,17.73
273.76,176.19,74.89
252.78,165.08,34.74
322.5,150.73,27.32
275.85,157.58,13.71
277.8,151.37,78.04
289.95,150.55,1.72
274.19,154.51,59.23
266.62,158.52,25.56
279.38,160.89,68.46
279.98,168.19,36.19
331.26,169.55,19.09
345.82,179.11,96.42
329.9,176.86,15.22
321.56,163.64,72.53
350.89,175.0,19.48
265.86,165.9,27.57
343.55,155.76,4.6
245.8,175.0,85.38
266.77,163.02,32.93
258.64,155.38,93.08
342.4,150.1,87.91
274.05,167.69,26.75
290.05,178.89,70.97
306.25,165.93,29.25
245.67,170.74,92.42
316.2,162.29,12.4
293.63,161.75,37.88
280.07,179.47,46.16
344.55,159.04,95.9
315.94,163.9,98.08
304.56,162.13,47.25
337.21,170.63,28.52
306.11,174.78,91.77
318.71,165.5,43.09
271.79,171.33,64.84
302.47,152.89,75.56
325.18,165.16,78.45
284.48,163.89,88.3
334.34,152.66,20.15
250.47,171.32,82.44
254.29,163.99,71.7
291.69,178.2,52.88
298.62,174.97,26.88
331.31,177.04,4.48
349.19,175.6,51.74
313.48,158.14,89.9
299.14,152.23,24.23
282.67,177.64,37.14
259.07,165.22,49.47
265.71,165.01,10.88
341.83,174.4,78.68
249.43,177.65,29.7
271.94,167.99,95.33
301.04,153.11,0.36
275.89,155.98,81.29
341.91,154.1,1.42
286.6,151.53,89.74
341.76,158.69,56.34
295.58,168.91,79.56
262.39,150.73,20.3
336.8,166.23,42.59
289.45,160.05,80.6
247.91,167.21,60.17
358.15,166.83,28.55
276.67,165.96,59.86
290.2,172.05,82.18
261.75,176.76,25.59
359.13,172.76,51.03
254.8,170.6,16.18
338.81,172.21,84.84
332.92,153.33,53.18
274.63,162.03,53.71
357.0,157.37,21.79
326.52,177.66,20.22
358.77,172.37,51.91
267.46,153.6,3.62
246.42,157.55,8.34
321.74,154.24,90.66
264.71,153.69,24.74
248.89,171.56,56.54
340.12,179.41,92.46
260.28,170.97,40.31
291.56,171.3,63.88
286.56,168.23,93.95
334.88,162.11,23.54
310.22,162.18,10.97
351.84,178.77,86.15
252.57,175.4,33.85
260.03,167.6,36.16
318.07,160.2,91.06
303.7,150.87,95.91
340.69,159.25,12.18
308.05,158.75,67.81
254.05,177.76,8.7
355.8,167.32,16.48
246.96,168.71,92.0
338.43,158.45,65.37
261.77,177.44,28.96
356.36,159.49,50.51
271.71,162.78,25.16
348.8,156.78,11.14
346.79,161.78,98.48
305.88,169.99,6.47
266.06,175.02,43.19
327.46,178.51,82.8
316.75,150.71,47.13
307.36,172.87,58.32
289.29,153.45,41.81
252.37,156.36,19.64
317.35,169.42,73.88
308.28,155.4,64.73
297.07,179.48,1.16
328.21,155.55,19.69
334.78,174.54,23.29
323.77,159.21,92.76
301.85,170.98,38.94
288.51,158.48,18.95
276.98,158.6,64.75
266.69,169.46,1.81
282.39,155.65,99.54
265.72,164.02,39.37
259.88,156.05,44.95
299.7,161.74,25.8
309.01,150.77,65.56
264.25,155.56,78.06
255.52,171.68,92.98
250.96,164.01,16.04
316.31,150.16,62.84
296.37,176.97,28.07
274.37,161.06,80.27
301.16,173.18,83.4
248.45,171.03,92.94
268.57,163.05,14.69
264.51,178.37,51.59
327.11,156.03,33.3
255.93,156.33,71.43
253.9,169.92,28.47
332.66,173.2,23.14
352.94,164.81,6.66
314.9,167.83,55.04
341.95,178.75,97.61
295.32,174.7,13.27
350.18,178.71,70.99
311.27,160.29,71.15
289.1,165.56,42.35
359.0,165.06,54.06
340.5,175.21,90.83
253.29,169.29,31.82
335.49,164.79,20.73
356.34,169.37,83.19
280.29,153.59,53.04
306.52,162.83,32.83
339.83,157.81,80.01
312.08,172.01,2.11
321.34,179.03,91.98
325.68,158.86,59.07
248.41,156.31,75.25
246.33,163.4,1.53
273.54,171.5,17.59
352.02,156.33,36.21
315.77,152.29,92.58
273.71,175.52,25.85
347.12,154.14,56.15
332.64,167.22,21.95
319.35,160.72,87.28
247.18,152.24,90.92
258.44,168.19,42.18
353.74,152.83,10.53
306.72,176.98,97.08
353.31,170.69,52.96
274.37,162.43,61.83
274.26,169.27,41.63
246.49,157.25,21.34
339.65,158.85,15.11
290.66,174.95,0.1
353.43,155.16,39.85
348.82,167.25,88.13
247.16,171.39,13.85
281.7,176.83,38.52
322.52,178.22,89.11
259.84,176.47,66.38
271.16,170.51,27.55
325.26,166.05,85.19
265.97,153.45,93.9
352.61,178.56,35.44
289.42,157.94,66.26
351.9,175.31,76.14
337.75,167.12,58.98
246.62,174.57,65.81
268.32,156.76,89.17
307.9,160.96,26.63
264.56,154.69,17.44
331.04,173.79,51.93
307.24,178.06,83.71
331.78,161.05,99.94
313.96,163.54,67.58
317.82,165.15,13.04
302.17,154.97,24.09
269.85,170.63,98.78
250.18,159.09,88.93
253.22,151.6,6.95
298.76,157.56,72.66
283.15,150.64,14.92
290.4,151.32,29.48
308.62,177.58,58.78
347.76,173.97,75.71
289.95,163.28,12.65
351.89,174.16,70.16
279.92,165.57,78.22
282.33,175.27,14.16
353.65,159.34,11.73
301.51,156.83,84.16
292.26,163.69,91.53
329.78,171.0,16.34
321.22,168.3,23.29
252.12,154.26,19.74
332.03,176.78,27.5
293.4,178.44,49.91
274.92,153.26,94.75
245.63,174.64,34.23
273.67,161.71,95.14
300.7,173.49,38.41
300.34,166.7,5.48
349.48,159.23,20.7
302.46,153.21,54.14
284.39,155.21,71.96
302.71,153.53,71.6
282.64,164.84,46.4
352.92,169.94,50.0
295.59,170.72,81.35
289.61,152.87,44.6
254.66,163.19,59.03
345.67,167.6,49.64
302.63,163.35,76.05
282.77,169.28,59.28
277.09,174.41,11.69
298.78,163.16,39.37
357.25,165.58,45.26
343.36,163.01,44.34
349.36,171.81,32.51
345.63,159.39,30.23
359.95,155.06,51.14
335.13,157.3,38.27
319.89,158.78,83.18
248.18,155.6,68.12
342.08,169.4,46.56
359.7,158.49,86.4
358.03,157.97,12.59
332.09,174.86,56.14
346.6,178.93,77.75
347.83,151.13,78.16
305.21,176.92,75.57
337.5,153.75,64.74
304.62,158.65,50.69
317.32,168.35,93.74
320.83,153.43,77.93
294.56,179.94,32.16
329.15,158.04,54.7
353.52,156.97,79.54
337.39,155.83,91.72
275.63,177.64,48.66
342.16,158.11,30.05
268.15,162.03,87.35
296.75,156.11,36.75
261.18,152.66,75.4
321.98,164.49,88.6
285.53,164.04,58.68
324.58,153.17,96.49
255.33,178.51,91.5
298.46,160.65,12.96
324.96,177.12,33.06
309.68,178.63,77.67
349.95,177.84,63.33
276.21,178.83,57.0
309.63,152.88,56.55
331.68,178.4,9.92
306.11,153.48,22.98
294.37,167.49,49.2
334.41,175.68,68.52
257.88,162.15,49.65
332.44,157.68,46.71
300.79,159.84,14.78
284.24,173.6,14.23
285.33,157.52,72.73
320.12,174.01,36.26
265.81,151.66,74.41
329.17,175.7,47.42
326.86,152.03,54.35
271.09,164.29,75.69
330.5,165.26,40.08
298.62,167.13,40.94
248.89,159.82,29.44
349.6,154.77,82.5
351.83,167.51,54.22
296.3,169.87,26.54
352.31,159.26,39.41
355.22,178.39,23.48
281.29,166.62,47.7
315.4,171.06,98.0
350.45,170.74,73.07
249.73,174.8,76.07
334.19,179.86,82.75
356.66,153.8,40.76
284.0,159.99,55.39
290.36,170.11,5.12
287.18,152.27,67.09
296.46,156.77,52.57
273.58,170.39,75.72
268.75,152.9,78.46
350.55,168.6,78.01
357.28,151.43,18.49
317.81,175.17,71.55
317.22,153.24,32.47
351.08,156.15,53.62
296.72,163.74,63.48
321.04,158.63,69.32
282.65,167.38,67.1
296.91,164.15,56.54
338.49,175.82,48.27
329.01,174.87,57.98
337.6,164.18,85.81
335.85,158.72,75.75
341.89,168.2,73.69
251.87,170.53,84.06
301.62,171.95,50.03
280.1,157.44,82.33
304.76,178.51,96.37
296.95,157.24,53.66
300.78,174.88,24.9
255.45,174.54,42.14
328.49,165.3,46.85
347.1,165.72,77.29
297.83,178.46,52.98
286.79,178.22,34.38
315.08,168.62,76.52
298.18,152.05,9.93
326.14,163.65,40.2
341.63,156.12,82.84
291.13,178.19,60.96
249.6,167.83,5.81
245.61,163.08,16.62
325.44,167.81,68.71
245.9,166.22,33.66
253.47,159.89,40.64
317.75,166.72,85.79
319.16,174.58,54.15
295.07,156.97,72.51
277.19,161.97,25.86
288.1,162.94,72.45
262.64,161.29,95.05
266.75,156.78,53.72
338.65,166.15,0.2
296.65,169.47,24.02
336.44,167.63,11.47
264.79,155.82,99.3
314.6,174.56,87.16
265.65,165.37,10.86
270.53,168.86,44.92
335.06,158.54,62.01
289.8,173.29,65.43
278.92,169.64,76.92
275.33,165.8,77.77
311.32,174.27,40.57
332.75,160.43,78.84
263.21,170.38,0.9
320.48,179.5,21.18
307.23,160.7,63.67
249.44,156.9,91.0
267.61,176.43,64.92
339.39,170.58,31.49
296.91,178.65,5.15
290.24,162.07,31.62
308.57,158.57,6.18
285.09,167.8,84.13
324.74,156.18,72.64
289.97,167.82,34.97
334.42,162.3,51.78
270.11,153.2,87.51
259.13,169.92,45.1
292.26,173.08,20.03
273.0,150.87,84.24
290.83,157.81,15.88
304.03,166.83,86.73
345.85,154.98,2.67
335.24,169.55,41.85
296.02,164.47,18.33
356.93,163.47,67.63
305.91,167.24,12.19
285.91,152.66,83.88
347.86,158.17,7.61
249.24,168.09,37.06
287.23,152.42,14.61
252.73,151.24,78.72
339.83,156.07,81.88
278.81,154.47,29.16
246.99,160.44,68.06
349.23,151.45,32.38
267.93,175.77,82.07
278.19,176.78,29.18
298.64,176.55,0.48
347.1,169.45,10.19
314.45,156.65,3.55
308.44,162.15,29.44
307.37,160.48,91.69
359.43,171.87,67.02
301.46,173.23,93.06
318.15,151.46,53.1
342.61,169.59,46.8
287.87,170.56,79.85
343.55,164.05,74.4
319.01,158.15,8.14
279.79,173.8,72.76
357.71,163.04,22.33
356.97,153.68,82.74
253.29,150.7,44.35
346.19,166.57,35.33
308.32,153.48,10.42
269.91,154.7,48.92
357.65,159.39,32.37
273.31,175.57,98.99
294.04,166.17,30.88
248.49,169.47,19.04
301.09,176.73,51.08
349.9,158.14,66.62
318.94,150.03,23.41
340.77,170.91,86.54
287.64,152.63,30.89
332.73,179.35,5.16
359.62,155.79,38.98
261.18,155.89,97.16
247.98,175.62,63.68
293.1,161.71,85.47
349.79,171.87,94.71
352.62,163.37,10.82
249.07,152.91,73.08
345.55,177.65,81.31
356.28,154.93,56.47
314.18,176.54,70.06
323.19,155.37,42.31
276.46,165.67,18.87
286.74,174.93,37.53
320.91,176.05,52.37
359.88,164.16,76.28
327.11,164.58,50.04
279.08,160.33,4.14
315.83,179.53,96.95
327.05,160.33,20.55
276.26,150.34,57.32
251.93,164.62,89.04
288.22,171.04,74.17
314.37,154.92,29.15
331.92,170.78,41.38
292.2,155.24,57.35
248.39,163.77,17.96
339.75,163.22,24.04
300.28,160.72,92.13
257.61,154.49,28.89
284.76,179.35,12.95
307.81,161.99,28.68
326.0,156.85,66.12
332.13,168.64,18.91
286.66,156.86,79.34
325.67,151.38,87.25
332.12,153.98,76.98
302.74,151.31,21.6
284.51,178.05,40.03
351.18,175.69,52.92
352.92,158.54,70.88
269.11,179.24,31.51
298.25,171.08,10.89
328.87,156.32,67.3
313.81,168.5,33.41
326.46,161.39,66.22
271.22,161.33,54.66
297.09,172.92,83.04
334.78,155.56,56.87
291.09,160.04,9.83
353.84,172.58,41.75
301.63,154.79,14.39
284.29,167.54,19.34
268.62,173.35,71.85
339.73,157.02,77.52
252.59,171.53,36.57
292.21,160.08,89.33
273.22,176.8,40.31
296.95,172.57,89.18
331.35,151.27,37.34
357.77,169.42,63.18
258.91,156.98,24.87
305.25,171.74,62.99
318.16,164.45,34.63
316.56,153.45,22.34
291.19,157.42,21.11
246.8,178.95,97.09
